date and time,portfolio value,ticker,number of shares (no fractional shares),current market value of all shares held,current day profit/loss in dollars
datetime,portfolio_value,ticker,quantity,market_value,current_day_loss_profit
09/03/2020 14:51,16803.06,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.46, 92.4, 76.91]","[-0.3647, 0.95, 2.15]"
09/03/2020 14:52,16802.86,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.37, 92.3, 76.9]","[-0.455, 0.85, 2.14]"
09/03/2020 14:53,16802.93,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.3, 92.35, 76.99]","[-0.525, 0.9, 2.23]"
09/03/2020 14:54,16803.01,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 92.35, 76.97]","[-0.42, 0.9, 2.21]"
09/03/2020 14:55,16802.87,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.44, 92.3, 76.84]","[-0.385, 0.85, 2.08]"
09/03/2020 14:56,16803.06,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.44, 92.45, 76.88]","[-0.385, 1.0, 2.12]"
09/03/2020 14:58,16803.09,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.45, 76.88]","[-0.35, 1.0, 2.12]"
09/03/2020 14:59,16803.34,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.6, 76.98]","[-0.35, 1.15, 2.22]"
09/03/2020 15:00,16803.22,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.51, 92.6, 76.82]","[-0.315, 1.15, 2.06]"
09/03/2020 15:01,16803.21,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.58, 92.48, 76.86]","[-0.245, 1.025, 2.1]"
09/03/2020 15:02,16803.09,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.5, 76.76]","[-0.28, 1.05, 2.0]"
09/03/2020 15:03,16803.07,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.48, 92.5, 76.8]","[-0.336, 1.05, 2.04]"
09/03/2020 15:04,16802.86,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.3, 76.8]","[-0.35, 0.85, 2.04]"
09/03/2020 15:05,16802.54,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 92.15, 76.7]","[-0.42, 0.7, 1.94]"
09/03/2020 15:06,16802.48,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 92.15, 76.64]","[-0.42, 0.7, 1.88]"
09/03/2020 15:07,16802.69,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.25, 76.68]","[-0.35, 0.8, 1.92]"
09/03/2020 15:08,16802.47,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.15, 76.56]","[-0.35, 0.7, 1.8]"
09/03/2020 15:09,16802.06,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 92.1, 76.34]","[-0.49, 0.65, 1.58]"
09/03/2020 15:10,16802.26,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.26, 92.2, 76.51]","[-0.5593, 0.75, 1.75]"
09/03/2020 15:11,16802.16,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.26, 92.15, 76.46]","[-0.5593, 0.7, 1.7]"
09/03/2020 15:12,16802.12,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.26, 92.15, 76.42]","[-0.5593, 0.7, 1.66]"
09/03/2020 15:13,16801.89,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.26, 92.0, 76.34]","[-0.56, 0.55, 1.58]"
09/03/2020 15:14,16802.12,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.36, 92.05, 76.42]","[-0.4606, 0.6, 1.66]"
09/03/2020 15:15,16801.56,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 91.8, 76.14]","[-0.49, 0.35, 1.38]"
09/03/2020 15:16,16801.52,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 91.77, 76.13]","[-0.49, 0.323, 1.37]"
09/03/2020 15:17,16801.01,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.19, 91.63, 75.9]","[-0.63, 0.175, 1.14]"
09/03/2020 15:18,16800.67,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[91.98, 91.6, 75.8]","[-0.84, 0.15, 1.04]"
09/03/2020 15:19,16800.14,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[91.84, 91.35, 75.66]","[-0.98, -0.1, 0.9]"
09/03/2020 15:20,16800.44,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[91.98, 91.45, 75.72]","[-0.84, 0.0, 0.96]"
09/03/2020 15:22,16800.33,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[91.91, 91.45, 75.68]","[-0.91, 0.0, 0.92]"
09/03/2020 15:23,16800.03,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[91.91, 91.15, 75.68]","[-0.914900054688, -0.3, 0.92]"
09/03/2020 15:24,16800.61,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.12, 91.48, 75.72]","[-0.7, 0.025, 0.96]"
09/03/2020 15:25,16800.76,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.26, 91.45, 75.76]","[-0.56, 0.0, 1.0]"
09/03/2020 15:26,16800.91,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.26, 91.43, 75.93]","[-0.56, -0.025, 1.17]"
09/03/2020 15:27,16800.56,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.26, 91.15, 75.86]","[-0.56, -0.3, 1.1]"
09/03/2020 15:28,16800.66,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.26, 91.25, 75.86]","[-0.56, -0.2, 1.0954]"
09/03/2020 15:29,16800.73,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.26, 91.38, 75.8]","[-0.56, -0.075, 1.04]"
09/03/2020 15:30,16800.62,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 91.2, 75.8]","[-0.4907, -0.25, 1.04]"
09/03/2020 15:31,16801.01,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 91.45, 75.94]","[-0.49, 0.0, 1.18]"
09/03/2020 15:32,16801.25,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 91.4, 76.16]","[-0.42, -0.05, 1.4]"
09/03/2020 15:33,16801.44,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 91.65, 76.1]","[-0.42, 0.2, 1.34]"
09/03/2020 15:34,16801.42,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 91.75, 75.98]","[-0.42, 0.3, 1.22]"
09/03/2020 15:35,16801.41,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 91.75, 75.9]","[-0.35, 0.3, 1.14]"
09/03/2020 15:36,16800.91,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 91.35, 75.87]","[-0.42, -0.1, 1.11]"
09/03/2020 15:37,16800.99,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 91.35, 75.88]","[-0.35, -0.1, 1.12]"
09/03/2020 15:38,16801.26,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 91.4, 76.03]","[-0.28, -0.05, 1.27]"
09/03/2020 15:39,16801.69,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 91.65, 76.14]","[-0.21, 0.2, 1.38]"
09/03/2020 15:40,16802.26,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.05, 76.24]","[-0.14, 0.6, 1.48]"
09/03/2020 15:41,16802.21,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 91.95, 76.29]","[-0.14, 0.5, 1.53]"
09/03/2020 15:42,16801.89,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.65, 91.75, 76.2]","[-0.175, 0.3, 1.44]"
09/03/2020 15:43,16802.24,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 91.95, 76.32]","[-0.14, 0.5, 1.56]"
09/03/2020 15:45,16801.94,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 91.85, 76.26]","[-0.28, 0.4, 1.5]"
09/03/2020 15:46,16801.79,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 91.7, 76.26]","[-0.28, 0.25, 1.5]"
09/03/2020 15:47,16801.84,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 91.75, 76.26]","[-0.28, 0.3, 1.5]"
09/03/2020 15:48,16801.96,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 91.95, 76.18]","[-0.2807, 0.5, 1.42]"
09/03/2020 15:49,16801.98,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 91.9, 76.18]","[-0.21, 0.45, 1.42]"
09/03/2020 15:50,16801.81,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 91.85, 76.2]","[-0.35, 0.4, 1.44]"
09/03/2020 15:51,16801.9,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 91.9, 76.17]","[-0.28, 0.45, 1.41]"
09/03/2020 15:52,16801.86,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.0, 76.1]","[-0.35, 0.55, 1.34]"
09/03/2020 15:53,16802.11,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.56, 92.1, 76.16]","[-0.2611, 0.65, 1.4]"
09/03/2020 15:54,16802.2,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.56, 92.15, 76.2]","[-0.2611, 0.7, 1.44]"
09/03/2020 15:55,16802.4,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.56, 92.25, 76.3]","[-0.2611, 0.8, 1.54]"
09/03/2020 15:56,16802.24,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.2, 76.21]","[-0.28, 0.75, 1.45]"
09/03/2020 15:57,16802.29,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.2, 76.26]","[-0.28, 0.75, 1.5]"
09/03/2020 15:58,16802.0,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.58, 92.15, 75.98]","[-0.245, 0.7, 1.22]"
09/03/2020 15:59,16802.05,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.58, 92.1, 76.08]","[-0.245, 0.65, 1.32]"
09/03/2020 16:00,16802.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.3, 76.12]","[-0.21, 0.85, 1.36]"
09/03/2020 16:01,16802.28,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.25, 76.06]","[-0.14, 0.8, 1.3]"
09/03/2020 16:02,16802.3,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.25, 76.08]","[-0.14, 0.8, 1.32]"
09/03/2020 16:03,16802.53,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.4, 76.16]","[-0.14, 0.95, 1.4]"
09/03/2020 16:04,16802.5,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.65, 92.4, 76.16]","[-0.175, 0.95, 1.4]"
09/03/2020 16:05,16802.53,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.3, 76.26]","[-0.14, 0.85, 1.5]"
09/03/2020 16:06,16802.62,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.4, 76.25]","[-0.1407, 0.95, 1.49]"
09/03/2020 16:07,16802.69,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.42, 76.3]","[-0.1407, 0.9665, 1.54]"
09/03/2020 16:09,16802.67,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.4, 76.3]","[-0.1407, 0.95, 1.54]"
09/03/2020 16:10,16802.82,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.5, 76.35]","[-0.14, 1.05, 1.59]"
09/03/2020 16:11,16802.79,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.65, 92.5, 76.35]","[-0.175, 1.05, 1.59]"
09/03/2020 16:12,16802.79,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.65, 92.5, 76.35]","[-0.175, 1.05, 1.59]"
09/03/2020 16:13,16802.79,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.65, 92.5, 76.35]","[-0.175, 1.05, 1.59]"
09/03/2020 16:14,16802.83,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.5, 76.36]","[-0.14, 1.05, 1.6]"
09/03/2020 16:15,16802.83,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.5, 76.36]","[-0.14, 1.05, 1.6]"
09/03/2020 16:16,16802.64,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.5, 76.24]","[-0.21, 1.05, 1.48]"
09/03/2020 16:17,16802.7,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.5, 76.3]","[-0.21, 1.05, 1.54]"
09/03/2020 16:18,16802.73,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.53, 76.3]","[-0.21, 1.075, 1.54]"
09/03/2020 16:19,16802.67,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.45, 76.32]","[-0.21, 1.0, 1.56]"
09/03/2020 16:20,16802.75,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.4, 76.38]","[-0.14, 0.95, 1.62]"
09/03/2020 16:21,16802.73,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.65, 92.45, 76.34]","[-0.175, 1.0, 1.58]"
09/03/2020 16:22,16802.93,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.65, 92.65, 76.34]","[-0.175, 1.1995, 1.58]"
09/03/2020 16:23,16802.74,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.5, 76.34]","[-0.2093, 1.05, 1.58]"
09/03/2020 16:24,16802.75,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.5, 76.35]","[-0.2093, 1.05, 1.59]"
09/03/2020 16:25,16802.7,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.5, 76.3]","[-0.21, 1.05, 1.54]"
09/03/2020 16:26,16802.74,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.6, 76.24]","[-0.21, 1.15, 1.48]"
09/03/2020 16:27,16802.73,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.65, 92.55, 76.24]","[-0.175, 1.1, 1.48]"
09/03/2020 16:28,16802.83,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.65, 92.63, 76.26]","[-0.175, 1.175, 1.5]"
09/03/2020 16:29,16802.76,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.6, 76.26]","[-0.21, 1.15, 1.5002]"
09/03/2020 16:30,16802.67,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.55, 76.22]","[-0.21, 1.099, 1.46]"
09/03/2020 16:31,16802.53,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.45, 76.18]","[-0.21, 1.0, 1.42]"
09/03/2020 16:33,16802.54,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.62, 92.45, 76.18]","[-0.1953, 1.0, 1.42]"
09/03/2020 16:34,16802.34,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.43, 76.08]","[-0.28, 0.975, 1.32]"
09/03/2020 16:35,16802.15,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.25, 76.07]","[-0.28, 0.8, 1.31]"
09/03/2020 16:36,16801.84,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.49, 92.1, 75.96]","[-0.3325, 0.65, 1.2]"
09/03/2020 16:37,16802.13,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.58, 92.2, 76.06]","[-0.245, 0.75, 1.3]"
09/03/2020 16:38,16802.41,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.35, 76.16]","[-0.21, 0.9, 1.4]"
09/03/2020 16:39,16802.44,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.4, 76.14]","[-0.21, 0.95, 1.38]"
09/03/2020 16:40,16802.3,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.58, 92.35, 76.08]","[-0.245, 0.9, 1.3154]"
09/03/2020 16:41,16802.28,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.65, 92.3, 76.04]","[-0.175, 0.85, 1.28]"
09/03/2020 16:42,16801.98,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.15, 76.0]","[-0.28, 0.7, 1.24]"
09/03/2020 16:43,16801.94,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.15, 75.96]","[-0.28, 0.7, 1.2]"
09/03/2020 16:44,16801.77,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.05, 75.96]","[-0.35, 0.6, 1.2]"
09/03/2020 16:45,16801.41,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 91.8, 75.92]","[-0.42, 0.35, 1.1594]"
09/03/2020 16:46,16801.51,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 91.9, 75.92]","[-0.42, 0.45, 1.16]"
09/03/2020 16:47,16801.4,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 91.9, 75.88]","[-0.49, 0.45, 1.12]"
09/03/2020 16:48,16801.25,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 91.75, 75.88]","[-0.49, 0.3, 1.12]"
09/03/2020 16:49,16801.04,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.19, 91.7, 75.86]","[-0.63, 0.25, 1.1]"
09/03/2020 16:50,16801.3,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.3, 91.75, 75.96]","[-0.525, 0.3, 1.2]"
09/03/2020 16:51,16801.19,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.26, 91.7, 75.94]","[-0.56, 0.25, 1.18]"
09/03/2020 16:52,16801.18,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.19, 91.8, 75.9]","[-0.63, 0.35, 1.14]"
09/03/2020 16:53,16801.16,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.19, 91.78, 75.9]","[-0.63, 0.325, 1.14]"
09/03/2020 16:54,16801.46,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.19, 92.0, 75.98]","[-0.63, 0.55, 1.22]"
09/03/2020 16:55,16801.29,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.07, 91.95, 75.98]","[-0.749, 0.5, 1.22]"
09/03/2020 16:57,16801.75,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.26, 92.05, 76.15]","[-0.56, 0.6, 1.39]"
09/03/2020 16:58,16801.63,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.26, 92.0, 76.08]","[-0.56, 0.55, 1.32]"
09/03/2020 16:59,16801.47,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.19, 92.0, 75.99]","[-0.63, 0.55, 1.23]"
09/03/2020 17:00,16801.42,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.19, 92.0, 75.94]","[-0.63, 0.55, 1.18]"
09/03/2020 17:01,16801.16,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.23, 91.8, 75.84]","[-0.5894, 0.35, 1.08]"
09/03/2020 17:02,16801.12,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.19, 91.8, 75.84]","[-0.63, 0.35, 1.08]"
09/03/2020 17:03,16801.16,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.19, 91.9, 75.78]","[-0.63, 0.45, 1.02]"
09/03/2020 17:04,16800.96,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.12, 91.85, 75.7]","[-0.7, 0.4, 0.94]"
09/03/2020 17:05,16800.98,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.12, 91.85, 75.72]","[-0.7, 0.4, 0.96]"
09/03/2020 17:06,16800.96,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.12, 91.75, 75.8]","[-0.7, 0.3, 1.04]"
09/03/2020 17:07,16801.14,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.12, 91.88, 75.85]","[-0.7, 0.425, 1.09]"
09/03/2020 17:08,16801.33,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.12, 92.0, 75.92]","[-0.7, 0.55, 1.16]"
09/03/2020 17:09,16801.66,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 92.03, 75.94]","[-0.42, 0.575, 1.18]"
09/03/2020 17:10,16801.76,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 92.05, 76.02]","[-0.42, 0.6, 1.26]"
09/03/2020 17:11,16801.69,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 92.04, 75.96]","[-0.42, 0.592, 1.2]"
09/03/2020 17:12,16801.83,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 92.2, 75.94]","[-0.42, 0.75, 1.18]"
09/03/2020 17:13,16801.93,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 92.2, 76.04]","[-0.42, 0.75, 1.28]"
09/03/2020 17:14,16802.0,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.2, 76.04]","[-0.35, 0.75, 1.28]"
09/03/2020 17:15,16802.08,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.15, 76.1]","[-0.28, 0.7, 1.34]"
09/03/2020 17:16,16802.12,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.58, 92.15, 76.1]","[-0.245, 0.7, 1.34]"
09/03/2020 17:17,16801.78,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.0, 76.02]","[-0.35, 0.55, 1.26]"
09/03/2020 17:18,16801.55,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 92.0, 75.86]","[-0.42, 0.55, 1.1]"
09/03/2020 17:19,16801.59,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.44, 92.0, 75.86]","[-0.385, 0.55, 1.1]"
09/03/2020 17:21,16801.46,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 91.9, 75.8]","[-0.35, 0.45, 1.04]"
09/03/2020 17:22,16801.52,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 91.9, 75.86]","[-0.35, 0.45, 1.1]"
09/03/2020 17:23,16801.67,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.05, 75.86]","[-0.35, 0.6, 1.1]"
09/03/2020 17:24,16801.73,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.15, 75.82]","[-0.35, 0.7, 1.06]"
09/03/2020 17:25,16801.7,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.1, 75.84]","[-0.35, 0.65, 1.08]"
09/03/2020 17:26,16801.56,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 91.95, 75.92]","[-0.42, 0.5, 1.16]"
09/03/2020 17:27,16801.4,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 91.85, 75.86]","[-0.42, 0.4, 1.1]"
09/03/2020 17:28,16801.63,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 91.95, 75.92]","[-0.35, 0.5, 1.16]"
09/03/2020 17:29,16801.64,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.0, 75.88]","[-0.35, 0.55, 1.12]"
09/03/2020 17:30,16801.24,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 91.8, 75.68]","[-0.35, 0.35, 0.92]"
09/03/2020 17:31,16800.96,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 91.65, 75.48]","[-0.28, 0.2, 0.72]"
09/03/2020 17:32,16800.8,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 91.45, 75.38]","[-0.14, -0.0035, 0.62]"
09/03/2020 17:33,16800.9,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 91.55, 75.38]","[-0.14, 0.1, 0.62]"
09/03/2020 17:34,16801.17,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 91.8, 75.4]","[-0.1407, 0.35, 0.64]"
09/03/2020 17:35,16800.96,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 91.75, 75.24]","[-0.1407, 0.3, 0.48]"
09/03/2020 17:36,16801.19,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.65, 91.85, 75.4]","[-0.175, 0.4, 0.64]"
09/03/2020 17:37,16801.23,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.65, 91.85, 75.44]","[-0.175, 0.4, 0.68]"
09/03/2020 17:38,16801.2,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.0, 75.44]","[-0.35, 0.55, 0.68]"
09/03/2020 17:39,16800.76,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 91.8, 75.34]","[-0.49, 0.35, 0.58]"
09/03/2020 17:40,16801.06,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.4, 91.95, 75.42]","[-0.42, 0.5, 0.66]"
09/03/2020 17:41,16801.15,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.44, 91.9, 75.52]","[-0.385, 0.45, 0.76]"
09/03/2020 17:42,16801.06,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.43, 91.9, 75.44]","[-0.3906, 0.45, 0.68]"
09/03/2020 17:43,16801.01,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.42, 91.9, 75.4]","[-0.3955, 0.45, 0.64]"
09/03/2020 17:45,16801.01,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 91.95, 75.44]","[-0.49, 0.5, 0.68]"
09/03/2020 17:46,16801.04,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 92.0, 75.42]","[-0.4893, 0.552, 0.66]"
09/03/2020 17:47,16801.09,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 92.05, 75.42]","[-0.4893, 0.6, 0.66]"
09/03/2020 17:48,16801.09,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 92.05, 75.42]","[-0.49, 0.6, 0.66]"
09/03/2020 17:49,16801.03,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.33, 92.05, 75.36]","[-0.49, 0.6, 0.6]"
